Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
Trf4-1,230,305,259,130,120,108,102,84,89,218,72
TRIM11,8,16,4,4,4,0,3,0,0,3,0
TRIM24,27,39,48,69,82,34,43,37,36,74,29
Trim28,3,5,4,5,12,2,3,3,4,7,2
Trim33,21,27,20,25,54,18,29,15,11,39,14
TRIM5,142,178,181,97,84,61,66,43,49,94,36
trim71,59,79,97,62,99,44,64,42,29,100,23
TRK2,39,42,33,32,38,26,31,34,38,59,30
TRM13,19,15,30,23,31,25,25,37,31,60,14
TRM61,102,110,133,56,105,39,69,51,60,102,33
trmH,14,12,16,20,13,2,4,3,3,3,2
tropI,167,167,151,129,179,83,154,141,164,193,87
Troponin,27,26,22,33,16,22,27,42,33,53,8
Trpa1,181,233,239,169,189,92,112,49,50,151,53
TRPM1,9,7,4,28,9,9,6,5,9,14,2
trt7,40,45,37,33,38,15,30,19,21,36,10
truA,2,4,1,1,4,5,3,4,3,3,2
truC,96,132,125,114,160,51,101,61,66,114,40
trxA,94,101,96,72,71,50,68,57,57,123,33
TRY3,150,202,207,186,270,138,197,122,95,251,63
TSC10B,34,49,42,34,31,66,45,71,57,131,20
tsf,159,219,191,390,474,128,297,107,103,243,74
TSP11,65,90,87,71,123,59,78,72,70,150,48
TSPGSL018_17232,197,161,168,174,213,100,166,124,138,263,96
TSPGSL018_30470,3,3,4,2,1,0,3,0,0,0,1
TSR3,5,15,9,6,12,7,11,26,22,30,4
tssc1,10,18,17,16,24,20,21,22,22,30,12
Tssk5,55,66,63,52,49,53,54,44,48,97,35
Ttc1,33,40,42,16,32,25,18,18,32,53,22
TTC28,407,499,457,281,351,184,234,199,182,403,108
Ttc29,57,68,69,78,80,15,39,26,26,44,13
ttc30a,328,368,368,280,386,105,233,97,95,209,55
ttc4,126,141,165,128,131,51,99,37,60,106,46
ttcA,22,35,24,28,41,18,25,33,26,49,16
TTHERM_00316190,1,0,4,5,6,8,3,11,11,22,5
TTHERM_00355780,360,418,429,306,403,198,279,192,208,431,123
TTL4,25,27,15,30,23,15,24,24,14,46,13
Ttll1,189,178,190,201,154,36,74,37,43,77,22
TTLL3B,52,68,71,51,49,23,38,28,23,58,20
TTLL3D,65,77,93,65,98,48,55,28,39,75,26
Ttll6,18,19,16,29,45,22,25,12,22,34,13
ttuE,143,199,209,147,227,150,123,134,141,263,79
TUB,151,209,162,151,138,47,80,39,45,88,27
Tuba3a,132,170,166,105,136,50,78,58,59,116,41
Tube1,29,30,25,26,23,16,22,20,21,48,14
TUBGCP2,103,142,126,105,123,59,82,58,63,119,62
twf2-b,356,477,467,281,427,462,396,391,377,883,314
TXN,431,438,456,250,272,187,225,215,205,425,140
Txnl4a,172,235,186,169,149,53,111,51,74,144,44
TXNRD1,57,63,52,39,47,13,44,18,16,29,8
TY1B-ML2,90,87,50,110,90,41,55,60,50,76,35
TY4B-H,12,6,11,4,1,2,4,2,1,4,2
TY4B-J,19,31,31,37,29,22,35,29,30,45,25
tylN,73,90,84,45,39,38,27,27,37,69,28
typA,151,204,225,144,220,93,140,77,124,231,85
tyrP-A,123,116,125,90,102,32,62,30,29,72,22
tyrR,54,86,87,82,117,31,49,21,32,53,13
TYW1,390,463,465,400,467,112,279,116,115,275,99
U2AF2,51,63,80,61,76,36,42,19,26,62,11
U2AF65A,79,93,114,76,101,46,73,42,42,116,31
U2AF65B,425,350,326,329,434,180,366,245,234,393,146
U2surp,5,7,8,4,7,4,1,5,14,19,10
UAP1,11,14,7,9,8,8,8,8,5,16,6
uba5,118,151,123,140,164,64,99,70,59,171,47
ubc4,349,442,378,226,226,229,194,247,231,510,178
ube2d2,43,47,33,17,35,9,20,16,9,15,9
Ube2j1,369,373,404,334,333,158,239,168,145,288,115
ube2m,167,234,201,174,226,90,132,92,106,201,57
UBE4B,107,130,115,96,147,57,97,47,49,124,55
ubi3,280,264,243,287,222,114,176,136,107,226,78
ubiB,7,3,4,6,11,2,6,4,4,18,8
ubiE,140,165,152,106,87,44,74,51,50,98,38
UBP13,150,193,162,189,259,109,182,100,94,222,52
UBP5,34,20,25,22,16,0,8,2,5,5,0
UBP6,136,147,113,193,215,83,124,92,97,185,71
UBP8,210,188,214,119,164,69,110,64,94,168,41
Ubxn11,37,47,45,54,73,32,44,34,35,83,17
UCH2,264,266,273,219,310,95,152,103,116,243,67
UCK2,15,15,21,10,15,7,17,2,6,4,3
udk,143,179,189,172,179,82,134,119,94,218,80
ufaA1,122,139,107,105,123,104,116,105,102,216,57
Ufd1l,12,18,22,22,13,5,10,8,7,8,3
UGDH,108,118,105,83,101,73,75,52,65,126,30
UGT2B31,115,159,121,150,174,75,103,89,77,177,47
Ugt3a1,45,66,65,58,61,45,52,30,43,62,26
UGT84A3,72,110,87,57,45,61,43,66,62,152,72
ugtP,39,42,48,26,36,24,22,22,19,43,26
Uhrf1bp1l,4,13,13,13,11,6,7,10,19,30,8
uidB,68,99,76,27,38,69,39,59,81,132,42
ulk3,2,5,0,1,3,0,2,3,5,5,1
UMAG_03851,117,152,170,114,143,56,96,59,53,140,31
UMK3,33,32,44,29,39,9,34,5,15,21,9
unc-22,130,149,232,150,212,68,148,82,85,172,60
unc119b,208,279,274,207,238,89,169,92,98,222,57
Unc45a,36,50,45,38,44,14,37,20,22,68,21
unc45b,63,66,64,41,56,17,42,13,14,46,10
Updo,97,141,107,95,92,67,51,48,53,120,51
URA1,73,110,107,73,134,57,88,69,74,116,34
URA7,123,145,118,111,189,111,112,95,89,196,61
ureD,8,9,6,11,7,10,12,10,27,34,10
ureG,27,34,43,32,38,9,23,15,17,30,10
urg1,121,124,157,211,242,146,177,134,154,274,77
Uri1,40,35,48,36,35,18,24,14,16,34,6
urod,306,361,315,367,414,202,282,249,271,435,151
USP2,23,32,18,0,0,0,0,0,0,0,0
USP20,36,51,47,50,47,10,23,14,18,23,11
Usp36,34,42,36,0,0,12,7,7,11,17,6
USP48,4,5,0,0,1,1,1,0,1,1,0
USP5,45,60,60,58,58,16,46,35,52,100,64
USP53,10,13,13,19,21,4,8,9,4,24,3
Usp54,158,189,187,67,56,67,49,46,42,105,42
Usp6nl,72,108,95,222,208,123,141,76,104,229,80
Usp8,66,79,71,112,131,49,95,53,56,126,40
ustO,199,244,285,180,241,126,177,104,98,190,72
Utp3,97,110,98,78,103,34,68,46,47,82,38
UUAT1,34,47,38,45,27,26,20,34,27,56,19
uvrD2,48,68,61,32,25,8,20,10,10,35,5
UX28_C0002G0017,115,119,94,74,65,33,40,20,20,52,15
UXS1,238,242,242,195,249,51,174,62,90,167,60
v1g194255,133,154,141,147,234,94,153,139,143,316,93
v1g226592,51,85,58,58,66,27,47,36,42,70,24
v1g232160,256,254,203,188,185,65,139,76,58,137,46
v1g245966,19,19,17,18,9,10,10,15,13,22,8
Vac14,29,41,39,60,56,46,51,51,56,125,41
VCATH,272,315,333,286,331,137,191,157,164,299,91
VCPKMT,5,12,11,13,13,8,10,13,7,18,9
VCX1,266,328,310,304,342,171,248,143,144,305,104
VH-PTP13,3,4,0,1,5,2,0,5,3,2,3
VHA-a3,237,330,301,238,272,88,172,63,64,122,64
VIII-2,84,107,120,99,149,58,101,58,69,136,40
VIP1,146,200,154,140,131,144,127,124,111,265,90
vma7,115,136,117,128,105,97,101,120,113,269,74
VPA0305,4,5,5,1,29,2,22,34,64,19,18
vps1,15,32,22,25,29,26,27,22,20,52,22
VPS11,70,88,72,79,90,19,55,22,31,61,21
vps13a,473,569,606,653,701,433,480,363,348,806,291
vps13B,96,123,166,128,149,19,93,38,34,50,25
VPS35A,347,368,328,201,184,102,132,133,118,226,74
VPS41,6,12,11,11,6,7,6,6,10,20,11
VPS52,169,229,220,197,190,36,119,55,49,104,48
VPS53,233,258,231,140,148,64,102,69,75,136,59
Vps60,75,110,74,80,82,36,44,26,22,50,13
VSR3,367,401,379,287,319,127,198,130,148,318,79
VTC4,132,146,146,119,144,46,86,64,61,97,32
VTE4,80,108,97,101,162,91,128,104,127,199,72
VWA3A,117,148,176,150,201,135,156,131,158,319,106
washc2,2,3,2,130,117,42,64,32,34,77,29
washc5,58,54,64,46,71,64,57,60,63,138,43
WBC30,7,14,13,13,28,13,23,11,8,21,8
WBSCR22,101,105,122,99,109,43,83,33,45,103,27
WBSCR27,160,107,95,121,141,8,73,18,10,26,5
wdhd1,301,404,428,332,425,184,280,161,159,287,64
Wdr34,208,279,252,221,199,66,117,98,79,165,49
WDR36,23,31,55,37,36,28,29,19,36,76,24
wdr4,11,15,25,19,12,8,10,9,11,14,7
WDR5,75,102,114,78,117,25,68,38,38,86,22
Wdr64,111,163,156,52,35,41,40,41,60,97,27
Wdr78,204,262,268,253,313,135,197,123,149,277,121
WDR92,317,409,321,308,337,146,200,127,130,224,82
wecC,3,6,6,4,5,4,6,2,7,12,3
WEX,32,37,30,34,31,14,26,6,10,16,7
WIN2,153,208,175,121,117,26,60,24,28,60,24
WWOX,162,177,184,176,176,61,123,53,64,134,35
Wwp1,21,17,16,25,40,6,15,4,2,8,5
XBAT34,30,39,45,26,24,26,23,43,90,167,68
XBAT35,174,200,262,131,193,95,144,93,92,196,73
XBOS34,143,202,220,161,167,80,125,67,71,157,30
XGD1,195,259,220,197,199,119,144,106,113,252,73
XI-D,12,23,22,6,27,27,27,22,17,53,6
XIAO,32,22,34,28,22,39,22,32,39,78,32
XPD,1,2,2,1,0,0,0,3,1,11,0
xpt,16,7,10,12,10,41,12,35,38,100,14
Xrn1,94,128,140,28,76,94,61,74,62,133,37
xylA,165,223,214,192,206,162,169,118,148,252,84
xylS,150,159,176,203,245,124,156,114,116,255,79
y,245,294,286,160,156,183,154,221,191,382,128
YAF9,56,55,58,208,230,145,168,117,130,204,35
ybeQ,4,6,9,5,5,13,5,10,10,23,7
ybhH,66,93,98,64,45,32,44,30,23,45,15
YCF1,418,586,505,277,313,289,266,240,240,604,188
ycf3,27,29,19,19,22,4,8,9,8,20,5
YchF1,20,17,17,14,29,18,16,16,11,27,7
YDA,23,36,36,16,77,37,40,29,28,55,19
YDC1,0,1,2,0,1,1,1,2,1,3,0
yddA,80,127,121,223,223,129,177,128,133,244,87
yddQ,211,241,282,277,375,158,213,161,182,320,85
YDJ1,24,33,34,16,18,1,11,0,0,7,0
ydjX,27,39,34,30,29,7,16,8,3,19,4
yecD,78,91,76,84,101,24,46,41,44,81,35
yeiG,37,48,46,24,16,8,21,6,11,16,7
yfkN,0,2,1,1,1,3,1,6,4,8,1
yghU,21,17,23,9,11,11,16,17,15,37,13
YGR125W,35,32,28,35,26,12,18,11,14,21,4
yihO,48,75,71,57,73,28,41,32,23,67,30
yjjL,18,21,25,18,26,13,9,8,11,39,8
ylyB,4,11,4,6,6,7,9,14,7,14,14
ymdB,3,3,6,4,5,9,11,10,11,13,3
yngI,1,0,0,0,1,1,2,1,3,1,1
YNR048W,37,37,26,15,9,24,8,23,17,44,11
YOD1,32,37,26,18,16,7,18,11,10,21,5
yojK,640,734,778,342,407,471,353,438,472,951,303
YPT1,65,95,72,97,82,19,44,21,19,42,12
YPTC4,120,189,151,112,127,50,79,58,41,109,40
yqfA,52,65,51,56,65,33,53,34,34,58,28
yqjG,233,256,227,217,177,81,129,119,104,235,85
yrrM,12,28,17,13,7,13,14,7,23,38,10
ytcJ,25,24,41,19,34,15,16,15,14,24,5
YUC3,43,61,82,46,101,53,64,47,58,138,50
YUC8,182,227,225,120,163,166,119,146,182,356,126
yvdB,64,88,82,69,71,38,60,15,22,54,22
ywhabb,12,13,6,5,11,7,10,5,11,12,6
ywqA,74,100,109,96,109,57,68,45,61,101,37
yxeH,56,73,61,54,46,15,26,17,14,36,10
Zan,68,94,101,88,96,58,78,65,61,126,37
ZBBX,180,214,201,227,176,124,130,136,129,229,97
ZBTB11,8,10,15,8,11,2,4,6,10,14,10
zc2hc1a,79,71,73,59,62,31,48,25,33,66,23
ZDHHC14,147,216,184,134,133,66,88,65,63,149,45
Zdhhc3,80,117,72,44,41,27,22,36,37,48,12
Zdhhc8,86,182,127,159,158,66,105,60,67,146,39
Zfp36l1,29,48,51,28,48,27,36,20,21,62,18
ZFWD4,102,128,121,106,108,65,87,61,55,137,39
zgc:153521,33,30,32,36,30,22,28,6,23,38,8
zgc:56576,26,38,28,20,17,5,15,7,5,18,7
ZIFL2,64,78,81,61,72,78,67,67,87,164,55
ZIP11,188,163,182,103,111,61,93,51,51,96,39
Zmynd10,341,446,414,354,408,98,198,101,88,167,67
ZNF470,49,58,62,52,44,29,30,17,24,58,18
Znf598,115,122,128,123,207,62,112,58,51,136,52
Znhit2,110,129,91,99,97,48,71,31,36,90,21
Znhit6,5,8,8,1,0,0,0,4,8,13,20
znrf3,54,46,53,93,91,27,57,33,34,64,18
znuC,92,121,112,88,127,50,72,43,41,99,41
