Gene model,E-value
SymbC1.scaffold1.360,7.20E-44
SymbC1.scaffold1.361,2.87E-50
SymbC1.scaffold1.364,3.97E-47
SymbC1.scaffold1.366,0
SymbC1.scaffold1.368,2.28E-14
SymbC1.scaffold1.379,2.83E-63
SymbC1.scaffold1.38,3.52E-10
SymbC1.scaffold1.380,0
SymbC1.scaffold1.382,4.59E-23
SymbC1.scaffold1.383,8.33E-48
SymbC1.scaffold1.384,2.60E-14
SymbC1.scaffold1.389,4.77E-162
SymbC1.scaffold1.392,2.74E-69
SymbC1.scaffold1.393,2.68E-138
SymbC1.scaffold1.395,8.63E-36
SymbC1.scaffold1.396,1.17E-23
SymbC1.scaffold1.399,2.96E-72
SymbC1.scaffold1.400,2.45E-10
SymbC1.scaffold1.404,1.49E-33
SymbC1.scaffold1.407,1.55E-114
SymbC1.scaffold1.41,4.04E-17
SymbC1.scaffold1.418,8.97E-131
SymbC1.scaffold1.422,5.58E-109
SymbC1.scaffold1.423,7.23E-28
SymbC1.scaffold1.426,9.00E-54
SymbC1.scaffold1.429,0
SymbC1.scaffold1.43,7.78E-12
SymbC1.scaffold1.430,9.39E-49
SymbC1.scaffold1.432,1.03E-76
SymbC1.scaffold1.438,2.04E-27
SymbC1.scaffold1.440,2.32E-134
SymbC1.scaffold1.441,2.46E-141
SymbC1.scaffold1.442,5.46E-73
SymbC1.scaffold1.443,3.76E-141
SymbC1.scaffold1.444,9.71E-32
SymbC1.scaffold1.449,2.68E-146
SymbC1.scaffold1.451,2.19E-27
SymbC1.scaffold1.456,0
SymbC1.scaffold1.457,2.01E-08
SymbC1.scaffold1.460,4.79E-09
SymbC1.scaffold1.463,4.36E-10
SymbC1.scaffold1.467,1.95E-62
SymbC1.scaffold1.47,1.20E-59
SymbC1.scaffold1.471,2.99E-119
SymbC1.scaffold1.473,1.71E-08
SymbC1.scaffold1.475,6.06E-66
SymbC1.scaffold1.480,3.06E-47
SymbC1.scaffold1.482,2.54E-31
SymbC1.scaffold1.483,2.34E-62
SymbC1.scaffold1.485,8.89E-70
SymbC1.scaffold1.489,1.39E-118
SymbC1.scaffold1.49,0
SymbC1.scaffold1.497,4.42E-06
SymbC1.scaffold1.498,3.55E-56
SymbC1.scaffold1.50,1.31E-51
SymbC1.scaffold1.502,1.19E-100
SymbC1.scaffold1.507,2.00E-16
SymbC1.scaffold1.516,2.10E-12
SymbC1.scaffold1.517,1.10E-70
SymbC1.scaffold1.518,0
SymbC1.scaffold1.52,1.79E-95
SymbC1.scaffold1.523,1.54E-100
SymbC1.scaffold1.528,1.33E-86
SymbC1.scaffold1.531,7.51E-68
SymbC1.scaffold1.535,0
SymbC1.scaffold1.540,1.09E-08
SymbC1.scaffold1.543,8.48E-43
SymbC1.scaffold1.546,1.18E-49
SymbC1.scaffold1.549,5.28E-71
SymbC1.scaffold1.552,1.36E-36
SymbC1.scaffold1.554,7.87E-36
SymbC1.scaffold1.559,4.72E-25
SymbC1.scaffold1.560,2.99E-37
SymbC1.scaffold1.564,3.35E-90
SymbC1.scaffold1.566,3.21E-32
SymbC1.scaffold1.568,2.32E-85
SymbC1.scaffold1.571,2.13E-159
SymbC1.scaffold1.572,1.20E-59
SymbC1.scaffold1.575,1.84E-23
SymbC1.scaffold1.578,7.58E-17
SymbC1.scaffold1.579,1.49E-137
SymbC1.scaffold1.580,7.68E-17
SymbC1.scaffold1.585,1.22E-35
SymbC1.scaffold1.589,5.20E-133
SymbC1.scaffold1.591,2.93E-23
SymbC1.scaffold1.592,1.32E-47
SymbC1.scaffold1.594,9.49E-28
SymbC1.scaffold1.596,0
SymbC1.scaffold1.598,8.68E-44
SymbC1.scaffold1.603,7.17E-53
SymbC1.scaffold1.606,6.58E-51
SymbC1.scaffold1.607,1.56E-74
SymbC1.scaffold1.608,2.96E-126
SymbC1.scaffold1.609,3.16E-23
SymbC1.scaffold1.610,7.99E-46
SymbC1.scaffold1.612,7.69E-30
SymbC1.scaffold1.613,4.06E-79
SymbC1.scaffold1.616,3.40E-06
SymbC1.scaffold1.620,3.48E-07
SymbC1.scaffold1.630,3.20E-176
SymbC1.scaffold1.632,9.64E-37
SymbC1.scaffold1.633,1.24E-18
SymbC1.scaffold1.634,1.56E-95
SymbC1.scaffold1.637,6.98E-43
SymbC1.scaffold1.64,1.82E-76
SymbC1.scaffold1.642,2.94E-76
SymbC1.scaffold1.649,2.33E-29
SymbC1.scaffold1.650,0
SymbC1.scaffold1.652,0
SymbC1.scaffold1.653,1.26E-100
SymbC1.scaffold1.654,0
SymbC1.scaffold1.656,7.31E-44
SymbC1.scaffold1.663,6.90E-110
SymbC1.scaffold1.664,9.55E-21
SymbC1.scaffold1.669,0
SymbC1.scaffold1.670,6.10E-61
SymbC1.scaffold1.671,1.48E-11
SymbC1.scaffold1.672,5.71E-72
SymbC1.scaffold1.673,0
SymbC1.scaffold1.674,0
SymbC1.scaffold1.678,0
SymbC1.scaffold1.679,0
SymbC1.scaffold1.68,2.03E-13
SymbC1.scaffold1.681,6.81E-140
SymbC1.scaffold1.687,2.77E-69
SymbC1.scaffold1.688,0
SymbC1.scaffold1.689,0
SymbC1.scaffold1.69,0
SymbC1.scaffold1.690,2.85E-52
SymbC1.scaffold1.691,4.75E-43
SymbC1.scaffold1.693,4.21E-31
SymbC1.scaffold1.696,9.92E-91
SymbC1.scaffold1.7,2.54E-97
SymbC1.scaffold1.700,5.00E-08
SymbC1.scaffold1.702,1.36E-58
SymbC1.scaffold1.706,1.30E-55
SymbC1.scaffold1.707,4.15E-10
SymbC1.scaffold1.708,9.93E-23
SymbC1.scaffold1.709,3.38E-09
SymbC1.scaffold1.710,3.12E-08
SymbC1.scaffold1.715,5.25E-66
SymbC1.scaffold1.716,3.50E-10
SymbC1.scaffold1.717,4.14E-98
SymbC1.scaffold1.722,1.38E-39
SymbC1.scaffold1.723,3.97E-10
SymbC1.scaffold1.724,0
SymbC1.scaffold1.727,1.20E-97
SymbC1.scaffold1.728,2.29E-13
SymbC1.scaffold1.731,3.63E-09
SymbC1.scaffold1.732,8.06E-63
SymbC1.scaffold1.733,0
SymbC1.scaffold1.734,7.24E-08
SymbC1.scaffold1.739,2.96E-102
SymbC1.scaffold1.74,2.33E-79
SymbC1.scaffold1.740,7.33E-17
SymbC1.scaffold1.742,4.96E-37
SymbC1.scaffold1.745,6.31E-19
SymbC1.scaffold1.746,2.64E-59
SymbC1.scaffold1.748,3.11E-11
SymbC1.scaffold1.75,5.96E-97
SymbC1.scaffold1.751,1.92E-11
SymbC1.scaffold1.762,6.71E-78
SymbC1.scaffold1.763,0
SymbC1.scaffold1.764,2.08E-22
SymbC1.scaffold1.765,0
SymbC1.scaffold1.766,2.82E-51
SymbC1.scaffold1.77,6.93E-21
SymbC1.scaffold1.772,1.62E-08
SymbC1.scaffold1.774,4.13E-09
SymbC1.scaffold1.777,3.22E-125
SymbC1.scaffold1.784,7.14E-12
SymbC1.scaffold1.789,9.07E-81
SymbC1.scaffold1.79,1.90E-61
SymbC1.scaffold1.790,3.44E-52
SymbC1.scaffold1.793,3.83E-51
SymbC1.scaffold1.798,0
SymbC1.scaffold1.799,1.89E-06
SymbC1.scaffold1.80,5.65E-85
SymbC1.scaffold1.800,1.36E-41
SymbC1.scaffold1.801,9.74E-66
SymbC1.scaffold1.804,1.64E-89
SymbC1.scaffold1.805,8.25E-27
SymbC1.scaffold1.809,2.70E-22
SymbC1.scaffold1.81,1.18E-98
SymbC1.scaffold1.817,1.50E-169
SymbC1.scaffold1.822,1.67E-95
SymbC1.scaffold1.825,7.01E-98
SymbC1.scaffold1.83,1.76E-63
SymbC1.scaffold1.830,1.86E-93
SymbC1.scaffold1.832,0
SymbC1.scaffold1.833,1.09E-136
SymbC1.scaffold1.839,6.40E-41
SymbC1.scaffold1.84,1.15E-99
SymbC1.scaffold1.840,2.77E-112
SymbC1.scaffold1.841,6.85E-131
SymbC1.scaffold1.842,1.03E-105
SymbC1.scaffold1.845,0
SymbC1.scaffold1.853,1.86E-85
SymbC1.scaffold1.857,3.35E-13
SymbC1.scaffold1.863,3.75E-10
SymbC1.scaffold1.864,2.58E-71
SymbC1.scaffold1.865,1.29E-42
SymbC1.scaffold1.866,0
SymbC1.scaffold1.87,0
SymbC1.scaffold1.870,0
SymbC1.scaffold1.871,1.22E-39
SymbC1.scaffold1.872,1.59E-40
SymbC1.scaffold1.873,0
SymbC1.scaffold1.876,1.41E-14
SymbC1.scaffold1.880,2.37E-110
SymbC1.scaffold1.884,0
SymbC1.scaffold1.886,1.38E-18
SymbC1.scaffold1.888,5.67E-53
SymbC1.scaffold1.89,3.93E-48
SymbC1.scaffold1.892,0
SymbC1.scaffold1.902,4.69E-12
SymbC1.scaffold1.903,1.60E-76
SymbC1.scaffold1.904,3.83E-36
SymbC1.scaffold1.905,8.43E-158
SymbC1.scaffold1.907,1.24E-129
SymbC1.scaffold1.908,2.23E-13
SymbC1.scaffold1.909,2.00E-76
SymbC1.scaffold1.910,0
SymbC1.scaffold1.911,6.45E-126
SymbC1.scaffold1.913,1.41E-50
SymbC1.scaffold1.918,0
SymbC1.scaffold1.922,1.90E-40
SymbC1.scaffold1.924,2.90E-40
SymbC1.scaffold1.927,1.61E-14
SymbC1.scaffold1.929,9.19E-111
SymbC1.scaffold1.931,2.15E-128
SymbC1.scaffold1.934,2.01E-50
SymbC1.scaffold1.936,6.51E-51
SymbC1.scaffold1.937,7.11E-94
SymbC1.scaffold1.938,1.25E-40
SymbC1.scaffold1.94,3.49E-15
SymbC1.scaffold1.947,3.44E-92
SymbC1.scaffold1.948,0
SymbC1.scaffold1.950,4.05E-73
SymbC1.scaffold1.956,0
SymbC1.scaffold1.957,2.13E-57
SymbC1.scaffold1.96,8.15E-83
SymbC1.scaffold1.960,8.20E-59
SymbC1.scaffold1.962,1.81E-52
SymbC1.scaffold1.965,6.47E-93
SymbC1.scaffold1.966,3.32E-36
SymbC1.scaffold1.97,0
SymbC1.scaffold1.971,9.58E-41
SymbC1.scaffold1.974,1.77E-19
SymbC1.scaffold1.975,2.56E-07
SymbC1.scaffold1.981,7.22E-113
SymbC1.scaffold1.982,6.62E-90
SymbC1.scaffold1.984,6.41E-55
SymbC1.scaffold1.989,0
SymbC1.scaffold1.99,0
SymbC1.scaffold1.992,5.69E-14
SymbC1.scaffold1.993,5.29E-174
SymbC1.scaffold1.996,2.12E-87
SymbC1.scaffold1.998,4.04E-130
SymbC1.scaffold1.999,4.16E-12
SymbC1.scaffold100.11,3.43E-17
SymbC1.scaffold100.13,4.61E-30
SymbC1.scaffold100.14,4.61E-30
SymbC1.scaffold100.15,1.29E-15
SymbC1.scaffold100.17,7.32E-09
SymbC1.scaffold100.18,3.71E-38
SymbC1.scaffold100.19,3.91E-69
SymbC1.scaffold100.20,4.62E-07
SymbC1.scaffold100.21,6.03E-40
SymbC1.scaffold100.22,9.23E-07
SymbC1.scaffold100.23,1.16E-10
SymbC1.scaffold100.3,8.78E-13
SymbC1.scaffold100.4,1.72E-67
SymbC1.scaffold100.5,4.84E-79
SymbC1.scaffold100.6,2.61E-53
SymbC1.scaffold100.9,3.51E-17
SymbC1.scaffold1000.1,1.57E-26
SymbC1.scaffold1000.2,1.21E-15
SymbC1.scaffold1000.3,4.14E-06
SymbC1.scaffold1000.4,3.20E-11
SymbC1.scaffold1000.5,1.58E-31
SymbC1.scaffold1000.6,1.16E-19
SymbC1.scaffold1000.7,5.09E-09
SymbC1.scaffold10004.1,3.24E-40
SymbC1.scaffold10004.2,7.73E-17
SymbC1.scaffold10004.3,1.82E-19
SymbC1.scaffold10006.1,2.42E-68
SymbC1.scaffold10006.2,6.43E-22
SymbC1.scaffold1001.1,9.23E-46
SymbC1.scaffold10015.1,1.64E-07
SymbC1.scaffold10015.3,4.26E-10
SymbC1.scaffold10018.1,1.47E-146
SymbC1.scaffold1002.1,8.79E-24
SymbC1.scaffold1002.10,1.06E-32
SymbC1.scaffold1002.11,2.15E-15
SymbC1.scaffold1002.14,2.26E-14
SymbC1.scaffold1002.3,1.82E-08
SymbC1.scaffold1002.4,4.91E-16
SymbC1.scaffold1002.5,0
SymbC1.scaffold1002.7,2.14E-77
SymbC1.scaffold1002.8,2.47E-07
SymbC1.scaffold1002.9,1.18E-143
SymbC1.scaffold10022.1,1.12E-89
SymbC1.scaffold10023.1,4.27E-07
SymbC1.scaffold10023.2,1.52E-32
SymbC1.scaffold10024.3,2.76E-104
SymbC1.scaffold10028.1,1.16E-16
SymbC1.scaffold1003.1,1.43E-15
SymbC1.scaffold1003.10,1.27E-40
SymbC1.scaffold1003.11,9.83E-94
SymbC1.scaffold1003.4,1.98E-19
SymbC1.scaffold1003.5,1.71E-110
SymbC1.scaffold1003.6,1.66E-09
SymbC1.scaffold1003.8,1.02E-18
SymbC1.scaffold1003.9,6.76E-56
SymbC1.scaffold10030.1,1.03E-18
SymbC1.scaffold10031.2,4.35E-42
SymbC1.scaffold10031.3,1.64E-113
SymbC1.scaffold10032.1,6.41E-139
SymbC1.scaffold10034.2,2.70E-07
SymbC1.scaffold10035.1,3.79E-112
SymbC1.scaffold10035.2,7.68E-155
SymbC1.scaffold10038.1,1.65E-10
SymbC1.scaffold1004.1,1.60E-16
SymbC1.scaffold1004.2,1.57E-57
SymbC1.scaffold1004.3,7.52E-58
SymbC1.scaffold10041.1,4.12E-10
SymbC1.scaffold10041.2,5.59E-38
SymbC1.scaffold10041.3,2.80E-19
SymbC1.scaffold10042.4,1.29E-38
SymbC1.scaffold10043.1,1.36E-53
SymbC1.scaffold10043.2,7.12E-27
SymbC1.scaffold10043.3,1.55E-13
SymbC1.scaffold10043.5,3.91E-06
SymbC1.scaffold10044.1,1.43E-77
SymbC1.scaffold10044.2,6.13E-08
SymbC1.scaffold10049.1,4.16E-49
SymbC1.scaffold10049.2,1.44E-42
SymbC1.scaffold1005.1,3.64E-14
SymbC1.scaffold10051.1,2.00E-15
SymbC1.scaffold10051.2,3.79E-126
SymbC1.scaffold10053.1,3.88E-45
SymbC1.scaffold10054.1,1.17E-78
SymbC1.scaffold10056.1,2.64E-16
SymbC1.scaffold10059.2,0
SymbC1.scaffold1006.1,6.45E-28
SymbC1.scaffold1006.3,4.27E-10
SymbC1.scaffold10060.1,2.16E-38
SymbC1.scaffold10060.2,3.04E-13
SymbC1.scaffold10062.1,9.37E-12
SymbC1.scaffold10062.2,3.49E-20
SymbC1.scaffold10062.3,3.61E-17
SymbC1.scaffold10062.4,1.79E-20
SymbC1.scaffold10062.5,4.43E-06
SymbC1.scaffold10062.6,7.90E-18
SymbC1.scaffold10064.1,2.14E-77
SymbC1.scaffold10065.1,9.28E-31
SymbC1.scaffold10069.1,2.03E-16
SymbC1.scaffold1007.1,8.17E-22
SymbC1.scaffold1007.2,7.51E-152
SymbC1.scaffold1007.4,2.90E-10
SymbC1.scaffold1007.5,2.10E-40
SymbC1.scaffold1007.6,1.28E-114
SymbC1.scaffold10072.1,1.85E-38
SymbC1.scaffold10072.2,2.67E-111
SymbC1.scaffold10074.1,7.89E-34
SymbC1.scaffold10076.1,3.37E-16
SymbC1.scaffold10079.1,8.28E-66
SymbC1.scaffold10079.2,4.79E-32
SymbC1.scaffold1008.2,3.74E-33
SymbC1.scaffold1008.4,1.04E-21
SymbC1.scaffold1008.5,1.21E-13
SymbC1.scaffold10081.1,1.46E-88
SymbC1.scaffold10084.1,2.51E-10
SymbC1.scaffold10084.2,5.64E-47
SymbC1.scaffold10086.1,5.91E-12
SymbC1.scaffold10088.1,4.07E-18
SymbC1.scaffold10088.2,5.06E-103
SymbC1.scaffold10089.1,1.26E-133
SymbC1.scaffold1009.1,4.92E-09
SymbC1.scaffold1009.2,3.17E-10
SymbC1.scaffold10091.1,1.16E-12
SymbC1.scaffold10094.1,6.48E-35
SymbC1.scaffold10094.2,1.37E-46
SymbC1.scaffold10095.2,3.07E-11
SymbC1.scaffold10096.2,1.48E-129
SymbC1.scaffold10097.1,1.84E-07
SymbC1.scaffold10098.1,1.17E-46
SymbC1.scaffold101.1,2.43E-21
SymbC1.scaffold1010.1,3.69E-14
SymbC1.scaffold10102.1,8.68E-35
SymbC1.scaffold10102.3,7.35E-98
SymbC1.scaffold10103.1,8.73E-12
SymbC1.scaffold10104.1,1.42E-13
SymbC1.scaffold10104.2,3.15E-15
SymbC1.scaffold10104.3,3.16E-42
SymbC1.scaffold10109.1,1.74E-50
SymbC1.scaffold1011.1,9.84E-22
SymbC1.scaffold1011.2,9.09E-16
SymbC1.scaffold10110.2,1.63E-18
SymbC1.scaffold10111.1,1.08E-33
SymbC1.scaffold10111.3,1.29E-91
SymbC1.scaffold10111.4,1.38E-17
SymbC1.scaffold10111.5,1.67E-61
SymbC1.scaffold10111.6,3.41E-13
SymbC1.scaffold10112.1,0
SymbC1.scaffold10115.1,1.01E-18
SymbC1.scaffold10122.1,9.41E-07
SymbC1.scaffold10122.2,2.78E-19
SymbC1.scaffold10122.3,1.52E-29
SymbC1.scaffold10123.1,5.50E-09
SymbC1.scaffold10128.1,6.69E-95
SymbC1.scaffold1013.4,4.53E-22
SymbC1.scaffold10130.1,1.94E-10
SymbC1.scaffold10134.1,4.48E-66
SymbC1.scaffold10134.2,6.04E-09
SymbC1.scaffold10136.1,5.08E-103
SymbC1.scaffold1014.2,1.20E-50
SymbC1.scaffold1014.4,2.64E-45
SymbC1.scaffold1014.5,3.30E-97
SymbC1.scaffold1014.6,3.94E-13
SymbC1.scaffold1014.7,2.13E-139
SymbC1.scaffold1014.8,1.21E-140
SymbC1.scaffold1014.9,2.67E-57
SymbC1.scaffold10141.1,9.04E-36
SymbC1.scaffold10143.1,9.45E-77
SymbC1.scaffold10144.1,1.73E-25
SymbC1.scaffold10144.2,8.16E-35
SymbC1.scaffold10145.1,1.05E-154
SymbC1.scaffold10148.1,3.01E-10
SymbC1.scaffold1015.2,2.40E-14
SymbC1.scaffold1015.3,7.72E-41
SymbC1.scaffold10152.1,1.54E-65
SymbC1.scaffold10152.2,2.97E-23
SymbC1.scaffold10153.1,5.41E-29
SymbC1.scaffold10154.3,1.16E-34
SymbC1.scaffold10155.1,7.08E-13
SymbC1.scaffold10155.2,2.25E-16
SymbC1.scaffold10155.3,2.71E-39
SymbC1.scaffold10156.1,3.45E-10
SymbC1.scaffold10157.1,5.32E-11
SymbC1.scaffold10161.1,4.28E-11
SymbC1.scaffold10162.2,1.60E-41
SymbC1.scaffold10162.3,0
SymbC1.scaffold10162.7,3.05E-59
SymbC1.scaffold10163.2,1.01E-112
SymbC1.scaffold10168.1,3.12E-25
SymbC1.scaffold10168.2,1.14E-38
SymbC1.scaffold10168.3,4.95E-08
SymbC1.scaffold10169.1,1.81E-58
SymbC1.scaffold1017.2,1.45E-09
SymbC1.scaffold1017.3,1.19E-141
SymbC1.scaffold1017.4,2.90E-09
SymbC1.scaffold1017.5,6.54E-43
SymbC1.scaffold1017.6,1.25E-101
SymbC1.scaffold10174.1,3.81E-22
SymbC1.scaffold10179.1,1.23E-11
SymbC1.scaffold1018.4,1.74E-14
SymbC1.scaffold10180.1,1.30E-08
SymbC1.scaffold10181.2,3.07E-136
SymbC1.scaffold10184.2,6.26E-108
SymbC1.scaffold10184.3,2.38E-62
SymbC1.scaffold10186.1,4.29E-23
SymbC1.scaffold10186.2,3.55E-06
SymbC1.scaffold1019.10,7.91E-08
SymbC1.scaffold1019.11,5.12E-12
SymbC1.scaffold1019.12,4.05E-63
SymbC1.scaffold1019.13,4.36E-14
SymbC1.scaffold1019.14,1.08E-12
SymbC1.scaffold1019.15,5.69E-72
SymbC1.scaffold1019.2,3.29E-50
SymbC1.scaffold1019.3,0
SymbC1.scaffold1019.4,3.32E-09
SymbC1.scaffold1019.8,1.77E-09
SymbC1.scaffold10192.1,3.10E-35
SymbC1.scaffold10199.1,1.63E-13
SymbC1.scaffold10199.2,1.71E-12
SymbC1.scaffold102.1,2.07E-62
SymbC1.scaffold102.2,7.40E-45
SymbC1.scaffold102.4,1.22E-32
SymbC1.scaffold102.5,1.78E-93
SymbC1.scaffold102.6,8.32E-15
SymbC1.scaffold1020.1,5.16E-57
SymbC1.scaffold1020.2,3.81E-77
SymbC1.scaffold1020.3,3.70E-14
SymbC1.scaffold1020.4,1.21E-37
SymbC1.scaffold1020.6,2.55E-78
SymbC1.scaffold1020.7,1.07E-53
SymbC1.scaffold10201.1,6.42E-133
SymbC1.scaffold10202.1,5.37E-10
SymbC1.scaffold10202.2,1.91E-41
SymbC1.scaffold10206.1,1.25E-47
SymbC1.scaffold10208.1,5.89E-13
SymbC1.scaffold10208.2,2.61E-23
SymbC1.scaffold10209.1,5.27E-123
SymbC1.scaffold10210.1,3.23E-14
SymbC1.scaffold10214.1,6.44E-18
SymbC1.scaffold10217.1,3.29E-119
SymbC1.scaffold10218.1,9.68E-103
SymbC1.scaffold1022.3,4.24E-10
SymbC1.scaffold10222.1,4.20E-78
SymbC1.scaffold10223.1,2.40E-17
SymbC1.scaffold10224.2,8.22E-153
SymbC1.scaffold10226.1,1.48E-37
SymbC1.scaffold10226.2,4.08E-38
SymbC1.scaffold1023.1,2.82E-27
SymbC1.scaffold1023.10,1.42E-15
SymbC1.scaffold1023.12,1.74E-16
SymbC1.scaffold1023.3,3.98E-19
SymbC1.scaffold1023.5,1.01E-65
SymbC1.scaffold1023.6,1.26E-64
SymbC1.scaffold1023.8,5.00E-83
SymbC1.scaffold10231.1,7.54E-52
SymbC1.scaffold10235.1,3.10E-11
SymbC1.scaffold1024.4,1.48E-131
SymbC1.scaffold1024.6,4.06E-16
SymbC1.scaffold10241.1,1.81E-54
SymbC1.scaffold10241.4,0
SymbC1.scaffold10241.5,0
SymbC1.scaffold10241.6,0
SymbC1.scaffold10241.8,0
SymbC1.scaffold10242.1,2.62E-51
SymbC1.scaffold10246.2,1.14E-10
SymbC1.scaffold10247.1,1.73E-13
SymbC1.scaffold10247.2,2.87E-08
SymbC1.scaffold10249.1,3.45E-44
SymbC1.scaffold10249.2,1.05E-31
SymbC1.scaffold10249.3,8.18E-29
SymbC1.scaffold1025.4,4.07E-74
SymbC1.scaffold10257.3,8.43E-64
SymbC1.scaffold10257.5,1.50E-104
SymbC1.scaffold10259.1,2.51E-124
SymbC1.scaffold1026.1,8.48E-71
SymbC1.scaffold1026.10,1.66E-70
SymbC1.scaffold1026.2,3.83E-18
SymbC1.scaffold1026.3,2.64E-61
SymbC1.scaffold1026.4,2.49E-73
SymbC1.scaffold1026.5,3.22E-45
SymbC1.scaffold1026.7,2.84E-61
SymbC1.scaffold1026.8,2.26E-12
SymbC1.scaffold1026.9,8.70E-84
SymbC1.scaffold10261.1,0
SymbC1.scaffold10263.2,2.63E-49
SymbC1.scaffold10264.1,0
SymbC1.scaffold10264.2,1.43E-51
SymbC1.scaffold10264.3,2.05E-57
SymbC1.scaffold10264.4,0
SymbC1.scaffold10264.5,1.29E-55
SymbC1.scaffold10264.6,3.14E-147
SymbC1.scaffold10265.1,3.32E-100
SymbC1.scaffold10265.2,3.82E-145
SymbC1.scaffold10267.1,1.51E-09
SymbC1.scaffold10268.1,2.99E-23
SymbC1.scaffold10269.1,1.21E-26
SymbC1.scaffold1027.2,1.43E-49
SymbC1.scaffold1027.5,6.01E-73
SymbC1.scaffold1027.6,1.77E-98
SymbC1.scaffold1027.7,1.44E-14
SymbC1.scaffold10271.2,8.47E-157
SymbC1.scaffold10271.4,1.83E-07
SymbC1.scaffold10274.1,8.37E-45
SymbC1.scaffold10275.2,3.70E-76
SymbC1.scaffold10276.4,7.54E-07
SymbC1.scaffold10278.1,2.07E-06
SymbC1.scaffold1028.1,6.20E-151
SymbC1.scaffold1028.11,7.63E-58
SymbC1.scaffold1028.13,1.65E-34
SymbC1.scaffold1028.14,2.86E-77
SymbC1.scaffold1028.15,1.14E-62
SymbC1.scaffold1028.2,4.25E-12
SymbC1.scaffold1028.4,4.06E-18
SymbC1.scaffold1028.5,7.19E-72
SymbC1.scaffold1028.6,1.41E-14
SymbC1.scaffold1028.7,2.05E-18
SymbC1.scaffold1028.8,3.19E-29
SymbC1.scaffold1028.9,1.00E-88
SymbC1.scaffold10280.2,2.15E-39
SymbC1.scaffold10283.1,1.16E-139
SymbC1.scaffold10288.2,2.34E-54
SymbC1.scaffold10289.1,6.63E-120
SymbC1.scaffold1029.1,2.57E-43
SymbC1.scaffold1029.2,2.20E-41
SymbC1.scaffold1029.3,4.51E-70
SymbC1.scaffold1029.4,3.39E-08
SymbC1.scaffold1029.5,1.56E-109
SymbC1.scaffold10292.2,9.68E-12
SymbC1.scaffold10295.1,1.48E-97
SymbC1.scaffold10297.1,9.18E-109
SymbC1.scaffold103.1,4.89E-06
SymbC1.scaffold103.10,1.71E-12
SymbC1.scaffold103.5,4.25E-83
SymbC1.scaffold103.7,1.46E-08
SymbC1.scaffold103.8,1.16E-137
SymbC1.scaffold1030.1,8.62E-06
SymbC1.scaffold1030.2,6.40E-98
SymbC1.scaffold1030.3,6.01E-12
SymbC1.scaffold1030.4,1.85E-45
SymbC1.scaffold1030.5,1.05E-06
SymbC1.scaffold1030.6,9.73E-09
SymbC1.scaffold1030.7,9.64E-22
SymbC1.scaffold1030.8,1.49E-68
SymbC1.scaffold10300.1,2.29E-146
SymbC1.scaffold10300.2,2.26E-54
SymbC1.scaffold10301.3,6.79E-19
SymbC1.scaffold10302.1,8.91E-08
SymbC1.scaffold10303.1,0
SymbC1.scaffold10305.1,1.15E-34
SymbC1.scaffold10307.1,2.39E-30
SymbC1.scaffold10308.1,0
SymbC1.scaffold10309.1,9.13E-11
SymbC1.scaffold1031.1,4.20E-09
SymbC1.scaffold1031.4,2.47E-25
SymbC1.scaffold10316.1,5.74E-33
SymbC1.scaffold10318.1,1.18E-16
SymbC1.scaffold10319.1,1.89E-130
SymbC1.scaffold10319.2,8.62E-43
SymbC1.scaffold1032.1,5.17E-49
SymbC1.scaffold1032.3,3.74E-27
SymbC1.scaffold1032.4,2.09E-11
SymbC1.scaffold1032.5,2.81E-136
SymbC1.scaffold1032.6,6.21E-37
SymbC1.scaffold10321.1,6.16E-35
SymbC1.scaffold10322.1,9.68E-125
SymbC1.scaffold10322.2,7.14E-25
SymbC1.scaffold10322.3,1.44E-12
SymbC1.scaffold10325.1,1.70E-54
SymbC1.scaffold10328.4,2.63E-24
SymbC1.scaffold1033.1,3.64E-08
SymbC1.scaffold1033.3,3.14E-16
SymbC1.scaffold10330.1,5.31E-25
SymbC1.scaffold10330.2,2.46E-07
SymbC1.scaffold10331.2,0
SymbC1.scaffold10334.1,5.23E-12
SymbC1.scaffold10337.1,1.63E-44
SymbC1.scaffold10338.1,7.80E-27
SymbC1.scaffold10338.2,6.87E-23
SymbC1.scaffold10339.1,1.06E-52
SymbC1.scaffold10339.2,1.87E-12
SymbC1.scaffold1034.1,3.86E-15
SymbC1.scaffold1034.2,2.97E-29
SymbC1.scaffold1034.3,2.22E-93
SymbC1.scaffold1034.4,1.62E-35
SymbC1.scaffold1034.5,0
SymbC1.scaffold1034.6,9.70E-27
SymbC1.scaffold10342.1,4.64E-34
SymbC1.scaffold10343.2,5.16E-41
SymbC1.scaffold10345.1,1.49E-22
SymbC1.scaffold10345.2,5.35E-15
SymbC1.scaffold10348.1,0
SymbC1.scaffold10348.2,9.69E-36
SymbC1.scaffold1035.3,2.58E-56
SymbC1.scaffold10351.1,1.37E-08
SymbC1.scaffold10354.4,1.06E-52
SymbC1.scaffold10356.1,2.52E-31
SymbC1.scaffold10358.1,1.79E-70
SymbC1.scaffold10359.1,6.33E-31
SymbC1.scaffold10359.2,1.10E-33
SymbC1.scaffold10359.3,2.38E-27
SymbC1.scaffold1036.1,3.78E-18
SymbC1.scaffold1036.3,2.85E-89
SymbC1.scaffold1036.4,5.11E-90
